Ticker,Name
FBP,First Bancorp PR
FC,Franklin Covey Co.
FCAP,First Capital Inc.
FCBC,First Community Bankshares Inc.
FCBP,First Choice Bancorp
FCCY,1st Constitution Bancorp
FCF,First Commonwealth Financial Corp.
FCFS,FirstCash Inc
FCPT,Four Corners Property Trust Inc
FDBC,"Fidelity D&D Bancorp, Inc."
FDP,Fresh Del Monte Produce Inc
FELE,"Franklin Electric Co., Inc."
FF,Futurefuel Corp
FFBC,First Financial Bancorp
FFG,"FBL Financial Group, Inc."
FFIC,Flushing Financial Corp.
FFIN,"First Financial Bankshares, Inc."
FFWM,First Foundation Inc
FGBI,First Guaranty Bancshares Inc
FGEN,FibroGen Inc
FI,Franks International N.V.
FIBK,First Interstate BancSystem Inc.
FISI,Financial Institutions Inc.
FIT,Fitbit Inc
FIX,"Comfort Systems USA, Inc."
FIXX,Homology Medicines Inc
FIZZ,National Beverage Corp.
FLDM,Fluidigm Corp
FLIC,First Of Long Island Corp.
FLMN,Falcon Minerals Corp
FLNT,Fluent Inc
FLOW,SPX FLOW Inc
FLWS,1-800 Flowers.com Inc.
FLXN,Flexion Therapeutics Inc
FMAO,Farmers & Merchants Bancorp Inc.
FMBH,First Mid Bancshares Inc.
FMBI,"First Midwest Bancorp, Inc."
FMNB,Farmers National Banc Corp.
FN,Fabrinet
FNCB,FNCB Bancorp Inc
FNHC,FedNat Holding Co
FNKO,Funko Inc
FNLC,First Bancorp Inc (ME)
FNWB,First Northwest Bancorp
FOCS,Focus Financial Partners Inc
FOE,Ferro Corp.
FOLD,Amicus Therapeutics Inc
FOR,Forestar Group Inc
FORM,FormFactor Inc.
FORR,Forrester Research Inc.
FOSL,Fossil Group Inc
FOXF,Fox Factory Holding Corp
FPI,Farmland Partners Inc
FPRX,Five Prime Therapeutics Inc
FRAF,Franklin Financial Services Corp.
FRBA,First Bank (NJ)
FRBK,"Republic First Bancorp, Inc."
FRGI,Fiesta Restaurant Group Inc
FRME,First Merchants Corp.
FRPH,FRP Holdings Inc
FRPT,Freshpet Inc
FRTA,Forterra Inc
FSBW,FS Bancorp Inc
FSCT,ForeScout Technologies Inc
FSP,Franklin Street Properties Corp.
FSS,Federal Signal Corp.
FSTR,L.B. Foster Co.
FUL,H.B. Fuller Company
FULC,Fulcrum Therapeutics Inc
FULT,Fulton Financial Corp.
FVCB,FVCBankcorp Inc
FWRD,Forward Air Corp.
GABC,German American Bancorp Inc
GAIA,Gaia Inc
GALT,Galectin Therapeutics Inc
GATX,GATX Corp.
GBCI,"Glacier Bancorp, Inc."
GBL,Gamco Investors Inc
GBLI,Global Indemnity Group LLC
GBX,"Greenbrier Cos., Inc."
GCBC,Greene County Bancorp Inc
GCI,Gannett Co Inc.
GCO,Genesco Inc.
GCP,GCP Applied Technologies Inc
GDEN,Golden Entertainment Inc
GDOT,Green Dot Corp.
GDP,Goodrich Petroleum Corp.
GEF,Greif Inc
GEF-B,Greif Inc
GENC,"Gencor Industries, Inc."
GEO,"Geo Group, Inc."
GERN,Geron Corp.
GES,Guess Inc.
GFF,Griffon Corp.
GFN,General Finance Corporation
GHL,Greenhill & Co Inc
GHM,Graham Corp.
GIII,G-III Apparel Group Ltd.
GKOS,Glaukos Corporation
GLDD,Great Lakes Dredge & Dock Corporation
GLNG,Golar Lng
GLRE,Greenlight Capital Re Ltd
GLT,Glatfelter Corporation
GLUU,Glu Mobile Inc
GLYC,GlycoMimetics Inc
GME,Gamestop Corporation
GMRE,Global Medical REIT Inc
GMS,GMS Inc
GNE,Genie Energy Ltd
GNK,Genco Shipping & Trading Limited
GNL,Global Net Lease Inc
GNLN,Greenlane Holdings Inc
GNMK,GenMark Diagnostics Inc
GNTY,"Guaranty Bancshares, Inc. (TX)"
GNW,Genworth Financial Inc
GOGO,Gogo Inc
GOLF,Acushnet Holdings Corp
GOOD,Gladstone Commercial Corp
GORO,Gold Resource Corporation
GOSS,Gossamer Bio Inc
GPI,"Group 1 Automotive, Inc."
GPMT,Granite Point Mortgage Trust Inc
GPOR,Gulfport Energy Corp.
GPRE,Green Plains Inc
GPRO,GoPro Inc.
GPX,GP Strategies Corp.
GRBK,Green Brick Partners Inc
GRC,Gorman-Rupp Co.
GRIF,Griffin Industrial Realty Inc
GRPN,Groupon Inc
GRTS,Gritstone Bio Inc
GSBC,"Great Southern Bancorp, Inc."
GSHD,Goosehead Insurance Inc
GSIT,GSI Technology Inc
GTHX,G1 Therapeutics Inc
GTLS,Chart Industries Inc
GTN,"Gray Television, Inc."
GTS,Triple-S Management Corp
GTT,GTT Communications Inc
GTY,Getty Realty Corp.
GTYH,GTY Technology Holdings Inc
GVA,Granite Construction Inc.
GWB,Great Western Bancorp Inc
GWRS,Global Water Resources Inc
HA,"Hawaiian Holdings, Inc."
HAFC,Hanmi Financial Corp.
HALO,Halozyme Therapeutics Inc.
HARP,Harpoon Therapeutics Inc
HASI,Hannon Armstrong Sustainable Infrastructure capital Inc
HAYN,Haynes International Inc.
HBB,Hamilton Beach Brands Holding Co
HBCP,Home Bancorp Inc
HBMD,Howard Bancorp Inc
HBNC,Horizon Bancorp Inc (IN)
HCAT,Health Catalyst Inc
HCC,Warrior Met Coal Inc
HCCI,Heritage-Crystal Clean Inc
HCI,HCI Group Inc
HCKT,Hackett Group Inc (The)
HCSG,"Healthcare Services Group, Inc."
HEES,H&E Equipment Services Inc
HELE,Helen of Troy Ltd
HFFG,HF Foods Group Inc.
HFWA,Heritage Financial Corp.
HI,Hillenbrand Inc
HIBB,Hibbett Sports Inc
HIFS,Hingham Institution For Savings
HL,Hecla Mining Co.
HLI,Houlihan Lokey Inc
HLIO,Helios Technologies Inc
HLIT,"Harmonic, Inc."
HLNE,Hamilton Lane Inc
HLX,Helix Energy Solutions Group Inc
HMHC,Houghton Mifflin Harcourt Co
HMN,Horace Mann Educators Corp.
HMST,HomeStreet Inc
HMSY,HMS Holdings Corp
HMTV,Hemisphere Media Group Inc
HNGR,Hanger Inc
HNI,HNI Corp.
HOFT,Hooker Furniture Corp
HOMB,Home Bancshares Inc
HOME,At Home Group Inc
HONE,HarborOne Bancorp Inc.
HOOK,Hookipa Pharma Inc
HOPE,Hope Bancorp Inc
HQY,Healthequity Inc
HR,"Healthcare Realty Trust, Inc."
HRI,Herc Holdings Inc
HRTG,Heritage Insurance Holdings Inc.
HRTX,Heron Therapeutics Inc
HSC,Harsco Corp.
HSII,"Heidrick & Struggles International, Inc."
HSKA,Heska Corp.
HSTM,Healthstream Inc
HT,Hersha Hospitality Trust
HTBI,HomeTrust Bancshares Inc
HTBK,Heritage Commerce Corp.
HTH,Hilltop Holdings Inc
HTLD,"Heartland Express, Inc."
HTLF,"Heartland Financial USA, Inc."
HUBG,"Hub Group, Inc."
HUD,Hudson Ltd
HURC,"Hurco Companies, Inc."
HURN,Huron Consulting Group Inc
HVT,"Haverty Furniture Cos., Inc."
HWBK,Hawthorn Bancshares Inc
HWC,Hancock Whitney Corp.
HWKN,Hawkins Inc
HY,Hyster-Yale Materials Handling Inc
HZO,"Marinemax, Inc."
IBCP,"Independent Bank Corporation (Ionia, MI)"
IBOC,International Bancshares Corp.
IBP,Installed Building Products Inc
IBTX,Independent Bank Group Inc
ICFI,"ICF International, Inc"
ICHR,Ichor Holdings Ltd
ICPT,Intercept Pharmaceuticals Inc
IDCC,Interdigital Inc
IDT,IDT Corp.
IESC,IES Holdings Inc
IHC,Independence Holding Co.
III,Information Services Group Inc.
IIIN,"Insteel Industries, Inc."
IIIV,i3 Verticals Inc
IIN,IntriCon Corporation
IIPR,Innovative Industrial Properties Inc
IIVI,Ii-Vi Inc.
ILPT,Industrial Logistics Properties Trust
IMAX,Imax Corp
IMGN,"Immunogen, Inc."
IMKTA,"Ingles Markets, Inc."
IMMR,Immersion Corp
IMXI,International Money Express Inc.
INBK,First Internet Bancorp
INDB,Independent Bank Corp.
INFN,Infinera Corp.
INGN,Inogen Inc
INN,Summit Hotel Properties Inc
INO,Inovio Pharmaceuticals Inc
INOV,Inovalon Holdings Inc
INS,Intelligent Systems Corp.
INSG,Inseego Corp
INSM,Insmed Inc
INSP,Inspire Medical Systems Inc
INSW,International Seaways Inc
INT,World Fuel Services Corp.
INVA,Innoviva Inc
IOSP,Innospec Inc
IPAR,"Inter Parfums, Inc."
IPI,Intrepid Potash Inc
IRBT,Irobot Corp
IRDM,Iridium Communications Inc
IRET,Investors Real Estate Trust
IRMD,Iradimed Corp
IRT,Independence Realty Trust Inc
IRTC,iRhythm Technologies Inc
IRWD,Ironwood Pharmaceuticals Inc
ISBC,Investors Bancorp Inc
ISTR,Investar Holding Corp
ITCI,Intra-Cellular Therapies Inc
ITGR,Integer Holdings Corp
ITI,Iteris Inc.
ITIC,Investors Title Co.
ITRI,Itron Inc.
IVC,Invacare Corp.
IVR,Invesco Mortgage Capital Inc
JACK,"Jack In The Box, Inc."
JBSS,"Sanfilippo (John B.) & Son, Inc"
JBT,John Bean Technologies Corp
JCOM,J2 Global Inc.
JELD,JELD-WEN Holding Inc.
JJSF,J&J Snack Foods Corp.
JNCE,Jounce Therapeutics Inc
JOE,St. Joe Co.
JOUT,Johnson Outdoors Inc
JRVR,James River Group Holdings Ltd
JYNT,Joint Corp
KAI,"Kadant, Inc."
KALA,Kala Pharmaceuticals Inc
KALU,Kaiser Aluminum Corp
KALV,KalVista Pharmaceuticals Inc
KAMN,Kaman Corp.
KBAL,"Kimball International, Inc."
KBH,KB Home
KBR,KBR Inc
KDMN,Kadmon Holdings Inc
KE,Kimball Electronics Inc
KELYA,"Kelly Services, Inc."
KFRC,Kforce Inc.
KFY,Korn Ferry
KIDS,OrthoPediatrics corp
KIN,Kindred Biosciences Inc
KLDO,Kaleido Biosciences Inc
KMT,Kennametal Inc.
KN,Knowles Corp
KNL,Knoll Inc
KNSA,Kiniksa Pharmaceuticals Ltd
KNSL,Kinsale Capital Group Inc
KOD,Kodiak Sciences Inc
KOP,Koppers Holdings Inc
KPTI,Karyopharm Therapeutics Inc
KRA,Kraton Corp
KREF,KKR Real Estate Finance Trust Inc
KRG,Kite Realty Group Trust
KRNY,Kearny Financial Corp.
KRO,"Kronos Worldwide, Inc."
KRTX,Karuna Therapeutics Inc
KRUS,Kura Sushi USA Inc
KRYS,Krystal Biotech Inc
KTB,Kontoor Brands Inc
KTOS,Kratos Defense & Security Solutions Inc
KURA,Kura Oncology Inc
KVHI,"KVH Industries, Inc."
KW,Kennedy-Wilson Holdings Inc
KWR,Quaker Chemical Corp.
KZR,Kezar Life Sciences Inc
LAD,"Lithia Motors, Inc."
LADR,Ladder Capital Corp
LANC,Lancaster Colony Corp.
LAND,Gladstone Land Corp
LASR,nLIGHT Inc
LAUR,Laureate Education Inc
LAWS,"Lawson Products, Inc."
LBAI,"Lakeland Bancorp, Inc."
LBC,Luther Burbank Corp
LBRT,Liberty Oilfield Services Inc
LC,LendingClub Corp
LCI,"Lannett Co., Inc."
LCII,LCI Industries
LCNB,LCNB Corp
LCUT,"Lifetime Brands, Inc."
LDL,"Lydall, Inc."
LE,"Lands` End, Inc."
LEGH,Legacy Housing Corp
LEVL,Level One Bancorp Inc
LFVN,Lifevantage Corporation
LGIH,LGI Homes Inc
LGND,"Ligand Pharmaceuticals, Inc."
LHCG,LHC Group Inc
LILA,Liberty Latin America Ltd
LILAK,Liberty Latin America Ltd
LIND,Lindblad Expeditions Holdings Inc
LIVN,LivaNova PLC
LIVX,LiveXLive Media Inc
LJPC,La Jolla Pharmaceutical Co.
LKFN,Lakeland Financial Corp.
LL,Lumber Liquidators Holdings Inc
LLNW,Limelight Networks Inc
LMAT,Lemaitre Vascular Inc
LMNR,Limoneira Co
LMNX,Luminex Corp
LNDC,Landec Corp.
LNN,Lindsay Corporation
LNTH,Lantheus Holdings Inc
LOB,Live Oak Bancshares Inc
LOCO,El Pollo Loco Holdings Inc
LOGC,LogicBio Therapeutics Inc
LORL,Loral Space & Communications Inc
LOVE,Lovesac Company
LPG,Dorian LPG Ltd
LPSN,Liveperson Inc
LPX,Louisiana-Pacific Corp.
LQDA,Liquidia Corp
LQDT,Liquidity Services Inc
LRN,Stride Inc
LSCC,Lattice Semiconductor Corp.
LTC,"LTC Properties, Inc."
LTHM,Livent Corp
LTRPA,Liberty TripAdvisor Holdings Inc
LXFR,Luxfer Holdings PLC
LXP,Lexington Realty Trust
LXRX,Lexicon Pharmaceuticals Inc
LZB,La-Z-Boy Inc.
MANT,Mantech International Corp
MATW,Matthews International Corp.
MATX,Matson Inc
MAXR,Maxar Technologies Inc
MBI,MBIA Inc.
MBII,Marrone Bio Innovations Inc
MBIN,Merchants Bancorp
MBIO,Mustang Bio Inc
MBUU,Malibu Boats Inc
MBWM,Mercantile Bank Corp.
MC,Moelis & Co
MCB,Metropolitan Bank Holding Corp
MCBC,Macatawa Bank Corp.
MCFT,MasterCraft Boat Holdings Inc
MCRB,Seres Therapeutics Inc
MCRI,"Monarch Casino & Resort, Inc."
MCS,Marcus Corp.
MDC,"M.D.C. Holdings, Inc."
MDGL,Madrigal Pharmaceuticals Inc
MDP,Meredith Corp.
MDRX,Allscripts Healthcare Solutions Inc
MEC,Mayville Engineering Company Inc
MED,Medifast Inc
MEDP,Medpace Holdings Inc
MEI,"Methode Electronics, Inc."
MEIP,MEI Pharma Inc
MESA,Mesa Air Group Inc.
MFNC,Mackinac Financial Corp.
MG,Mistras Group Inc
MGEE,"MGE Energy, Inc."
MGLN,Magellan Health Inc
MGNX,Macrogenics Inc
MGPI,"MGP Ingredients, Inc."
MGRC,McGrath Rentcorp
MGTA,Magenta Therapeutics Inc
MGTX,MeiraGTx Holdings plc
MGY,Magnolia Oil & Gas Corp
MHO,MI Homes Inc.
MIK,Michaels Companies Inc
MIRM,Mirum Pharmaceuticals Inc
MITK,Mitek Systems Inc
MLAB,"Mesa Laboratories, Inc."
MLHR,Herman Miller Inc.
MLI,"Mueller Industries, Inc."
MLP,"Maui Land & Pineapple Co., Inc."
MLR,Miller Industries Inc.
MMAC,MMA Capital Holdings Inc
MMI,Marcus & Millichap Inc
MMS,Maximus Inc.
MMSI,"Merit Medical Systems, Inc."
MNKD,Mannkind Corp
MNOV,Medicinova Inc
MNR,Monmouth Real Estate Investment Corp.
MNRL,Brigham Minerals Inc
MNRO,Monro Inc
MNSB,MainStreet Bancshares Inc
MOBL,Mobile Iron Inc
MOD,Modine Manufacturing Co.
MODN,Model N Inc
MOFG,MidWestOne Financial Group Inc
MOG-A,"Moog, Inc."
MORF,Morphic Holding Inc
MOV,"Movado Group, Inc."
MPAA,Motorcar Parts of America Inc.
MPB,"Mid Penn Bancorp, Inc."
MPX,Marine Products Corp
MRC,MRC Global Inc
MRKR,Marker Therapeutics Inc
MRLN,Marlin Business Services Corp
MRNS,Marinus Pharmaceuticals Inc
MRSN,Mersana Therapeutics Inc
MRTN,"Marten Transport, Ltd."
MRTX,Mirati Therapeutics Inc
MSBI,Midland States Bancorp Inc
MSEX,Middlesex Water Co.
MSGN,MSG Networks Inc
MSON,Misonix Inc
MSTR,Microstrategy Inc.
MTDR,Matador Resources Co
MTEM,Molecular Templates Inc
MTH,Meritage Homes Corp.
MTOR,Meritor Inc
MTRN,Materion Corp
MTRX,Matrix Service Co.
MTSC,MTS Systems Corp.
MTSI,MACOM Technology Solutions Holdings Inc
MTW,"Manitowoc Co., Inc."
MTX,"Minerals Technologies, Inc."
MTZ,Mastec Inc.
MUSA,Murphy USA Inc
MVBF,MVB Financial Corp.
MWA,Mueller Water Products Inc
MXL,MaxLinear Inc
MYE,Myers Industries Inc.
MYGN,"Myriad Genetics, Inc."
MYRG,MYR Group Inc
NAT,Nordic American Tankers Ltd
NATH,"Nathan`s Famous, Inc."
NATR,"Nature`s Sunshine Products, Inc."
NAV,Navistar International Corp.
NBEV,NewAge Inc
NBHC,National Bank Holdings Corp
NBN,Northeast Bank
NBR,Nabors Industries Ltd
NBTB,NBT Bancorp. Inc.
NC,Nacco Industries Inc.
NCBS,Nicolet Bankshares Inc.
NCMI,National Cinemedia Inc
NDLS,Noodles & Company
NEO,Neogenomics Inc.
NEOG,Neogen Corp.
NERV,Minerva Neurosciences Inc
NESR,National Energy Services Reunited Corp
NEXT,NextDecade Corporation
NFBK,Northfield Bancorp Inc
NG,Novagold Resources Inc.
NGHC,National General Holdings Corp
NGM,Ngm Biopharmaceuticals Inc
NGVC,Natural Grocers by Vitamin Cottage Inc
NGVT,Ingevity Corp
NHC,National Healthcare Corp.
NHI,"National Health Investors, Inc."
NJR,New Jersey Resources Corporation
NKSH,National Bankshares Inc.
NMIH,NMI Holdings Inc
NMRK,Newmark Group Inc
NNBR,NN Inc
NNI,Nelnet Inc
NODK,NI Holdings Inc
NOVA,Sunnova Energy International Inc
NOVT,Novanta Inc
NP,Neenah Inc
NPK,"National Presto Industries, Inc."
NPO,EnPro Industries Inc
NPTN,NeoPhotonics Corporation
NR,"Newpark Resources, Inc."
NRC,National Research Corp
NRIM,"Northrim Bancorp, Inc."
NSA,National Storage Affiliates Trust
NSIT,Insight Enterprises Inc.
NSP,Insperity Inc
NSSC,NAPCO Security Technologies Inc
NSTG,Nanostring Technologies Inc
NTB,The Bank of N.T. Butterfield & Son Ltd.
NTCT,Netscout Systems Inc
NTGR,Netgear Inc
NTLA,Intellia Therapeutics Inc
NTRA,Natera Inc
NTUS,Natus Medical Inc
NUVA,Nuvasive Inc
NVAX,"Novavax, Inc."
NVEC,NVE Corp
NVEE,NV5 Global Inc
NVRO,Nevro Corp
NVTA,Invitae Corp
NWBI,Northwest Bancshares Inc
NWE,Northwestern Corp.
NWFL,Norwood Financial Corp.
NWLI,National Western Life Group Inc
NWN,Northwest Natural Holding Co
NWPX,Northwest Pipe Co.
NX,Quanex Building Products Corp
NXGN,NextGen Healthcare Inc
NXRT,NexPoint Residential Trust Inc
NXTC,Nextcure Inc
NYMT,New York Mortgage Trust Inc
OBNK,Origin Bancorp Inc
OCFC,OceanFirst Financial Corp.
OCUL,Ocular Therapeutix Inc
OCX,OncoCyte Corp
ODC,Oil-Dri Corp. Of America
ODP,ODP Corporation (The)
ODT,Odonate Therapeutics Inc
OEC,Orion Engineered Carbons S.A.
OFG,OFG Bancorp
OFIX,Orthofix Medical Inc
OFLX,Omega Flex Inc
OGS,ONE Gas Inc
OII,"Oceaneering International, Inc."
OIS,"Oil States International, Inc."
OLP,"One Liberty Properties, Inc."
OMCL,"Omnicell, Inc."
OMER,Omeros Corporation
OMI,"Owens & Minor, Inc."
ONB,Old National Bancorp
OOMA,Ooma Inc
OPBK,OP Bancorp
OPI,Office Properties Income Trust
OPK,Opko Health Inc
OPRX,OptimizeRx Corp
OPTN,OptiNose Inc
OPY,Oppenheimer Holdings Inc
ORA,Ormat Technologies Inc
ORBC,Orbcomm Inc
ORC,Orchid Island Capital Inc
ORGO,Organogenesis Holdings Inc
ORRF,"Orrstown Financial Services, Inc."
OSBC,Old Second Bancorporation Inc.
OSG,"Overseas Shipholding Group, Inc."
OSIS,"OSI Systems, Inc."
OSMT,Osmotica Pharmaceuticals Plc
OSPN,OneSpan Inc
OSTK,Overstock.com Inc
OSUR,Orasure Technologies Inc.
OSW,OneSpaWorld Holdings Limited
OTTR,Otter Tail Corporation
OVBC,Ohio Valley Banc Corp.
OVLY,Oak Valley Bancorp
OXM,"Oxford Industries, Inc."
PACB,Pacific Biosciences of California Inc
PAHC,Phibro Animal Health Corp.
PAR,Par Technology Corp.
PARR,Par Pacific Holdings Inc
PATK,"Patrick Industries, Inc."
PAYS,PaySign Inc
PBFS,Pioneer Bancorp Inc
PBH,Prestige Consumer Healthcare Inc
PBI,"Pitney Bowes, Inc."
PBIP,Prudential Bancorp Inc
PBYI,Puma Biotechnology Inc
PCB,PCB Bancorp.
PCH,PotlatchDeltic Corp
PCRX,Pacira BioSciences Inc
PCSB,PCSB Financial Corp
PCYO,Pure Cycle Corp.
PDCE,PDC Energy Inc
PDCO,Patterson Companies Inc.
PDFS,PDF Solutions Inc.
PDLB,PDL Community Bancorp
PDLI,PDL Biopharma Inc
PDM,Piedmont Office Realty Trust Inc
PEB,Pebblebrook Hotel Trust
PEBK,Peoples Bancorp Of North Carolina Inc
PEBO,"Peoples Bancorp, Inc. (Marietta, OH)"
PENN,"Penn National Gaming, Inc."
PETQ,PetIQ Inc
PETS,"Petmed Express, Inc."
PFBC,"Preferred Bank (Los Angeles, CA)"
PFBI,"Premier Financial Bancorp, Inc."
PFGC,Performance Food Group Company
PFIS,Peoples Financial Services Corp
PFS,Provident Financial Services Inc
PFSI,PennyMac Financial Services Inc.
PGC,Peapack-Gladstone Financial Corp.
PGTI,PGT Innovations Inc
PHAS,PhaseBio Pharmaceuticals Inc
PHR,Phreesia Inc
PI,Impinj Inc
PICO,Vidler Water Resources Inc
PIRS,Pieris Pharmaceuticals Inc
PJT,PJT Partners Inc
PKBK,Parke Bancorp Inc
PKE,Park Aerospace Corp
PKOH,Park-Ohio Holdings Corp.
PLAB,"Photronics, Inc."
PLAY,Dave & Buster`s Entertainment Inc
PLCE,Childrens Place Inc
PLMR,Palomar Holdings Inc
PLOW,Douglas Dynamics Inc
PLPC,Preformed Line Products Co.
PLSE,Pulse Biosciences Inc
PLT,"Plantronics, Inc."
PLUG,Plug Power Inc
PLUS,ePlus Inc
PLXS,Plexus Corp.
PMT,Pennymac Mortgage Investment Trust
PNM,PNM Resources Inc
PNRG,PrimeEnergy Resources Corp
PNTG,Pennant Group Inc
POR,Portland General Electric Co
POWI,Power Integrations Inc.
POWL,"Powell Industries, Inc."
PPBI,"Pacific Premier Bancorp, Inc."
PQG,PQ Group Holdings Inc
PRA,Proassurance Corporation
PRAA,PRA Group Inc
PRFT,Perficient Inc.
PRGS,Progress Software Corp.
PRIM,Primoris Services Corp
PRK,Park National Corp.
PRLB,Proto Labs Inc
PRMW,Primo Water Corporation
PRO,Pros Holdings Inc
PROS,Prosight Global Inc
PROV,"Provident Financial Holdings, Inc."
PRPL,Purple Innovation Inc
MODV,Providence Service Corp
PRSP,Perspecta Inc
PRTA,Prothena Corporation plc
PRTH,Priority Technology Holdings Inc
PRTK,Paratek Pharmaceuticals Inc.
PRVL,Prevail Therapeutics Inc
PSB,"PS Business Parks, Inc."
PSMT,Pricesmart Inc.
PSN,Parsons Corp
PSNL,Personalis Inc
PTCT,PTC Therapeutics Inc
PTGX,Protagonist Therapeutics Inc
PTSI,"P.A.M. Transportation Services, Inc."
PTVCB,Protective Insurance Corp.
PUMP,ProPetro Holding Corp
PVAC,Penn Virginia Corp.
PVBC,Provident Bancorp Inc
PWOD,"Penns Woods Bancorp, Inc."
PZN,Pzena Investment Management Inc
PZZA,"Papa John`s International, Inc."
QADA,"QAD, Inc."
QCRH,"QCR Holding, Inc."
QLYS,Qualys Inc
QNST,QuinStreet Inc
QTRX,Quanterix Corp
QTS,Qts Realty Trust Inc
QTWO,Q2 Holdings Inc
QUAD,Quad/Graphics Inc
QUOT,Quotient Technology Inc
RAD,Rite Aid Corp.
RAMP,LiveRamp Holdings Inc
RARE,Ultragenyx Pharmaceutical Inc.
RAVN,"Raven Industries, Inc."
RBB,RBB Bancorp
RBBN,Ribbon Communications Inc
RBCAA,"Republic Bancorp, Inc. (KY)"
RBNC,Reliant Bancorp Inc
RC,Ready Capital Corp
RCII,Rent-a-Center Inc.
RCKT,Rocket Pharmaceuticals Inc
RCKY,"Rocky Brands, Inc"
RCM,R1 RCM Inc
RCUS,Arcus Biosciences Inc
RDFN,Redfin Corp
RDN,"Radian Group, Inc."
RDNT,Radnet Inc
RDUS,Radius Health Inc.
REAL,Therealreal Inc
REGI,Renewable Energy Group Inc
REPH,Recro Pharma Inc
REPL,Replimune Group Inc
RES,"RPC, Inc."
RESI,Front Yard Residential Corp
REV,"Revlon, Inc."
REVG,REV Group Inc
REX,REX American Resources Corp
RFL,Rafael Holdings Inc
RGCO,"RGC Resources, Inc."
RGNX,Regenxbio Inc
RGR,"Sturm, Ruger & Co., Inc."
RGS,Regis Corp.
RH,RH
RHP,Ryman Hospitality Properties Inc
RICK,RCI Hospitality Holdings Inc
RIGL,Rigel Pharmaceuticals
RILY,B. Riley Financial Inc
RLGT,"Radiant Logistics, Inc."
RLGY,Realogy Holdings Corp
RLI,RLI Corp.
RLJ,RLJ Lodging Trust
RM,Regional Management Corp
RMAX,RE/MAX Holdings Inc
RMBI,Richmond Mutual Bancorporation Inc
RMBS,Rambus Inc.
RMNI,Rimini Street Inc.
RMR,RMR Group Inc (The)
RMTI,Rockwell Medical Inc
RNST,Renasant Corp.
ROAD,Construction Partners Inc
ROCK,Gibraltar Industries Inc.
ROG,Rogers Corp.
ROIC,Retail Opportunity Investments Corp
ROLL,RBC Bearings Inc.
RPD,Rapid7 Inc
RPT,RPT Realty
RRBI,Red River Bancshares Inc
RRGB,Red Robin Gourmet Burgers Inc
RRR,Red Rock Resorts Inc
RUBY,Rubius Therapeutics Inc
RUN,Sunrun Inc
RUSHA,Rush Enterprises Inc
RUSHB,Rush Enterprises Inc
RUTH,Ruths Hospitality Group Inc
RVI,Retail Value Inc
RVNC,Revance Therapeutics Inc
RVSB,"Riverview Bancorp, Inc."
RWT,Redwood Trust Inc.
RXN,Rexnord Corp
RYAM,Rayonier Advanced Materials Inc
RYI,Ryerson Holding Corp.
RYTM,Rhythm Pharmaceuticals Inc.
SAFE,Safehold Inc
SAFM,"Sanderson Farms, Inc."
SAFT,"Safety Insurance Group, Inc."
SAH,"Sonic Automotive, Inc."
SAIA,Saia Inc.
SAIL,SailPoint Technologies Holdings Inc
SALT,Scorpio Bulkers Inc
SAMG,Silvercrest Asset Management Group Inc
SANM,Sanmina Corp
SASR,Sandy Spring Bancorp
SAVE,Spirit Airlines Inc
SB,"Safe Bulkers, Inc"
SBBP,Strongbridge Biopharma plc
SBCF,Seacoast Banking Corp. Of Florida
SBH,Sally Beauty Holdings Inc
SBRA,Sabra Healthcare REIT Inc
SBSI,Southside Bancshares Inc
SBT,Sterling Bancorp Inc
SCHL,Scholastic Corp.
SCHN,"Schnitzer Steel Industries, Inc."
SCL,Stepan Co.
SCOR,Comscore Inc.
SCS,"Steelcase, Inc."
SCSC,"Scansource, Inc."
SCU,Sculptor Capital Management Inc
SCVL,"Shoe Carnival, Inc."
SCWX,SecureWorks Corp
SEAS,SeaWorld Entertainment Inc
SEM,Select Medical Holdings Corporation
SENEA,Seneca Foods Corp.
SF,Stifel Financial Corp.
SFBS,ServisFirst Bancshares Inc
SFE,"Safeguard Scientifics, Inc."
SFIX,Stitch Fix Inc
SFL,SFL Corporation Ltd
SFNC,Simmons First National Corp.
SFST,Southern First Bancshares Inc
SGA,"Saga Communications, Inc."
SGC,Superior Group of Companies Inc..
SGH,SMART Global Holdings Inc
SGMO,Sangamo Therapeutics Inc
SGMS,Scientific Games Corporation
SGRY,Surgery Partners Inc
SHAK,Shake Shack Inc
SHBI,Shore Bancshares Inc.
SHEN,Shenandoah Telecommunications Co.
SHO,Sunstone Hotel Investors Inc
SHOO,Steven Madden Ltd.
SIBN,SI-BONE Inc
SIEB,Siebert Financial Corp.
SIEN,Sientra Inc
SIG,Signet Jewelers Ltd
SIGA,SIGA Technologies Inc
SIGI,Selective Insurance Group Inc.
SILK,Silk Road Medical Inc
SITE,SiteOne Landscape Supply Inc
SJI,South Jersey Industries Inc.
SJW,SJW Group
SKT,"Tanger Factory Outlet Centers, Inc."
SKY,Skyline Champion Corp
SKYW,Skywest Inc.
SLAB,Silicon Laboratories Inc
SLCA,U.S. Silica Holdings Inc
SLCT,Select Bancorp Inc
SLDB,Solid Biosciences Inc
SLP,Simulations Plus Inc.
SM,SM Energy Co
SMBC,"Southern Missouri Bancorp, Inc."
SMBK,SmartFinancial Inc
SMMF,Summit Financial Group Inc
SMP,"Standard Motor Products, Inc."
